TITLE,AUTHOR,HATHI_ID,PUBLISHER,YEAR,GENDER,RACE,NATIONALITY,GENRE,YEAR_CORRECT
Amy and Isabelle : | a novel / | $c: Elizabeth Strout.,"Strout, Elizabeth.",mdp.39015046883636,New York|Random House|c1998.,1998,F,Caucasian,American,LIT,1998
This never happened : | a novel / | $c: E.W. Summers.,"Summers, E. W.",mdp.39015040362421,New York|Random House|c1998.,1998,na,na,na,LIT,1998
Bech at bay : | a quasi-novel / | $c: John Updike.,"Updike, John.",mdp.39015045679704,New York|Knopf|Distributed by Random House|1998.,1998,male,white,american,LIT,1998
The Smithsonian Institution : | a novel / | $c: Gore Vidal.,"Vidal, Gore,",mdp.39015040599196,New York|Random House|c1998.,1998,male,white,american,LIT,1998
Quite a year for plums : | a novel / | $c: Bailey White.,"White, Bailey.",mdp.39015047067262,New York|Knopf|Distributed by Random House|1998.,1998,female,white,american,LIT,1998
Ahmed's revenge : | a novel / | $c: Richard Wiley,"Wiley, Richard",uc1.32106013829087,New York|Random House|c1998,1998,M,Caucasian,American,DET,1998
The Snowball,"Armstrong, Jennifer",,Random House,1999,F,Caucasian,American,YA,1996
The Secret Of Skeleton Island,"Arthur, Robert",,Random House,1999,M,Caucasian,American,DET,"1998, 1994"
The Secret Of Terror Castle,"Arthur, Robert",,Random House,1999,M,Caucasian,American,DET,1999
The Three Investigators In The Mystery Of The Whispering Mummy,"Arthur, Robert",,Random House,1999,M,Caucasian,American,DET,1985
The Three Investigators In The Secret Of Skeleton Island,"Arthur, Robert",,Random House,1999,M,Caucasian,American,DET,1985
The Ski Lodge Mystery,"Atwater, Montgomery M",,Random House,1999,M,Caucasian,American,DET,1959
The Strange Voyage Of Kian The Mariner,"Bakst, Harold",,Random House,1999,M,Caucasian,American,YA,1987
The Scarecrow Of Oz,"Baum, L Frank",,Random House,1999,M,Caucasian,American,FAN,"1985, 1979"
The Spooky Old Tree,"Berenstain, Stan",,Random House,1999,M,Caucasian,American,YA,1978
The Templar Legacy,"Berry, Steve",,Random House,1999,M,Caucasian,American,FAN,1984
The Undead Express,"Black, J R",,Random House,1999,,,,FAN,1994
The Sword And The Miracle,"Bragg, Melvyn",,Random House,1999,M,Caucasian,British,HIST,1996
The Three Investigators In The Mystery Of The Kidnapped Whale,"Brandel, Marc",,Random House,1999,M,Caucasian,British,DET,1983
The Three Investigators In The Mystery Of The Two-Toed Pigeon,"Brandel, Marc",,Random House,1999,M,Caucasian,British,YA,1984
The Snowman,"Briggs, Raymond",,Random House,1999,M,Caucasian,British,YA,"2000, 1978"
The Tunnel,"Browne, Anthony",,Random House,1999,M,Caucasian,British,YA,1989
The Thirty-Nine Steps,"Buchan, John",,Random House,1999,M,,Scottish,HIST,"1999, 1964"
The Stories Huey Tells,"Cameron, Ann",,Random House,1999,F,Caucasian,American,YA,1995
The Stories Julian Tells,"Cameron, Ann",,Random House,1999,F,Caucasian,American,YA,1981
The Stranger,"Camus, Albert",,Random House,1999,M,Caucasian,Algerian,LIT,1993
The Thanksgiving Visitor,"Capote, Truman",,Random House,1999,M,Caucasian,American,YA,1996
The Severing Line,"Cardiff, Sara",,Random House,1999,F,,,ROM,1974
The Three Investigators In The Mystery Of The Blazing Cliffs,"Carey, M V",,Random House,1999,F,Caucasian,American,SCI,1981
The Three Investigators In The Mystery Of The Missing Mermaid,"Carey, M V",,Random House,1999,F,Caucasian,American,DET,1983
The Three Investigators In The Mystery Of The Wandering Cave Man,"Carey, M V",,Random House,1999,F,Caucasian,American,DET,1982
The Tax Inspector,"Carey, Peter",,Random House,1999,M,Caucasian,Australian,LIT,"1992, 1991"
The Un-Wedding,"Cole, Babette",,Random House,1999,F,Caucasian,British,YA,1998
The Summer Of The Royal Visit,"Colegate, Isabel",,Random House,1999,F,Caucasian,British,DET,"1992, 1991"
The Vagabond,Colette,,Random House,1999,F,Caucasian,French,ROM,1995
The Self-Made Man,"Cooper, Sylvia",,Random House,1999,F,,,LIT,1960
"The Universal Baseball Association, Inc, J Henry Waugh, Prop","Coover, Robert",,Random House,1999,M,Caucasian,American,LIT,1968
The Tunnel Behind The Waterfall,"Corlett, William",,Random House,1999,M,Caucasian,British,DET,"1992, 1991"
The Silent One,"Cowley, Joy",,Random House,1999,F,Caucasian,New Zealand,YA,1981
The Terminal Man,"Crichton, Michael",,Random House,1999,M,Caucasian,American ,SCI,1972
The Twice-Born,"Crowe, Cecily",,Random House,1999,,,,ROM,1972
The Shortest Kid In The World,"Demas, Corinne",,Random House,1999,F,Caucasian,American,YA,1994
The Serpentine Assassin,"Dille, Flint",,Random House,1999,M,Caucasian,American,YA,1986
The Shadow Stone,"Dubowski, Cathy East",,Random House,1999,F,Caucasian,American,YA,1986
The Spring Of The Ram,"Dunnett, Dorothy",,Random House,1999,F,Caucasian,Scottish,HIST,1988
The Scorpio Society,"Ellis, Carol",,Random House,1999,F,Caucasian,American,YA,1995
The Trail Of Death,"Estes, Rose",,Random House,1999,F,Caucasian,American,DET,1985
The Story Of Young King Arthur,"Fadiman, Clifton",,Random House,1999,M,Caucasian,American,FAN,1961
The Sound And The Fury,"Faulkner, William",,Random House,1999,M,Caucasian,American,LIT,1984
The Unvanquished,"Faulkner, William",,Random House,1999,M,Caucasian,American,LIT,1965
The Three Musketeers,"Felder, Deborah G",,Random House,1999,F,Caucasian,American,YA,1994
The Skates Of Uncle Richard,"Fenner, Carol",,Random House,1999,F,Caucasian,American,YA,"1995, 1978"
The Third Twin,"Follett, Ken",,Random House,1999,M,Caucasian,British,SCI,1996
The Trough,"Gadsby, Jon",,Random House,1999,M,Caucasian,New Zealander,LIT,1999
"The Three Worlds Of Johnny Handsome,","Godey, John",,Random House,1999,M,,American,DET,1972
The Things We Do To Make It Home,"Gologorsky, Beverly",,Random House,1999,F,Caucasian,American,LIT,1999
The Truth Teller,"Govier, Katherine",,Random House,1999,F,Caucasian,Canadian,YA,2000
The Runaway Jury,"Grisham, John",,Random House,1999,M,Caucasian,American,DET,1996
The Testament,"Grisham, John",,Random House,1999,M,Caucasian,American,DET,1999
The Testament A Time To Kill,"Grisham, John",,Random House,1999,M,Caucasian,American,DET,2000
The Theory Of Everything,"Grunwald, Lisa",,Random House,1999,F,Caucasian,American,LIT,1991
The Scarlet Letter,"Hawthorne, Nathaniel",,Random House,1999,M,Caucasian,American,LIT,1992
The Story Of Violet Pickles,"Hayward, Linda",,Random House,1999,F,Caucasian,American,YA,1986
The Second Dune,"Hearon, Shelby",,Random House,1999,F,Caucasian,American,YA,1973
The Shadow Boxer,"Heighton, Steven",,Random House,1999,M,Caucasian,Canadian,LIT,2000
The Talented Mr Ripley,"Highsmith, Patricia",,Random House,1999,F,Caucasian,American,DET,1992
The Trouble With Jj,"Hoag, Tami",,Random House,1999,F,Caucasian,American,ROM,1988
The Trokeville Way,"Hoban, Russell",,Random House,1999,M,Caucasian,American,DET,1997
The Swimming Pool Library,"Hollinghurst, Alan",,Random House,1999,M,Caucasian,British,YA,1988
The Secret Garden,"Howe, James",,Random House,1999,M,Caucasian,American,YA,1987
The Trophy,"Hughes, Dean",,Random House,1999,M,Caucasian,American,YA,1994
The Smallest Elf,"Ingle, Annie",,Random House,1999,F,,,YA,1990
The Saggy Baggy Elephant,"Jackson, Kathryn And Byron",,Random House,1999,"F, M",,,YA,1975
The Silver Castle,"James, Clive",,Random House,1999,M,Caucasian,Australian,LIT,"1998, 1996"
The Trial,"Kafka, Franz",,Random House,1999,M,Caucasian,Czech,DET,1992
The Running Mate,"Klein, Joe",,Random House,1999,M,Caucasian,American,DET,2000
The Smugglers,"Lawrence, Iain",,Random House,1999,M,Caucasian,Canadian,SCI,1999
The Special Prisoner,"Lehrer, James",,Random House,1999,M,Caucasian,American,DET,2000
The Summer Before The Dark,"Lessing, Doris",,Random House,1999,F,Caucasian,British,LIT,1973
The Stepford Wives,"Levin, Ira",,Random House,1999,M,Caucasian,American,DET,1972
The Sicilian Specialist,"Lewis, Norman",,Random House,1999,M,Caucasian,British,DET,1974
The Rumour About Julia,"Loggia, Wendy",,Random House,1999,F,,,ROM,2000
The Road To Omaha,"Ludlum, Robert",,Random House,1999,M,Caucasian ,American,YA,1992
The Underground Man,"Macdonald, Ross",,Random House,1999,M,Caucasian,American,DET,1971
The Shadow,"Martin, Les",,Random House,1999,M,Caucasian,American,DET,1994
The Time Machine,"Martin, Les",,Random House,1999,M,Caucasian,American,SCI,"1994, 1990"
The Salt Of Broken Tears,"Meehan, Michael",,Random House,1999,M,,,WEST,1999
The Sailor Who Fell From Grace With The Sea,"Mishima, Yukio",,Random House,1999,F,Asian,Japanese,LIT,1993
The Statement,"Moore, Brian",,Random House,1999,M,Caucasian,Irish,DET,1995
The Snake That Went To School,"Moore, Lilian",,Random House,1999,F,Caucasian,American,YA,1957
"The Squire, His Knight, & His Lady","Morris, Gerald",,Random House,1999,M,Caucasian,American,HIST,1999
The Shy One,"Nathan, Dorothy",,Random House,1999,F,,,YA,1966
The Story Of The Amulet,"Nesbit, E",,Random House,1999,F,Caucasian,British,YA,1960
The Sweet Forever,"Pelecanos, George P",,Random House,1999,M,Caucasian,American,DET,1998
The Twisted Root,"Perry, Anne",,Random House,1999,F,Caucasian,British,DET,1999
The Second Sunrise,"Pike, Geoff",,Random House,1999,M,Caucasian,British,ROM,1993
The Rose Without A Thorn,"Plaidy, Jean",,Random House,1999,F,Caucasian,British,LIT,1993
The Screwball King Murder,"Platt, Kin",,Random House,1999,M,Caucasian,American,DET,1978
The Sky Of Now,"Potok, Chaim",,Random House,1999,M,Caucasian,American,YA,1994
The Tree Of Here,"Potok, Chaim",,Random House,1999,M,Caucasian,American,YA,1993
The Ruby In The Smoke,"Pullman, Philip",,Random House,1999,M,Caucasian,British,YA,"1996, 1985"
The Subtle Knife,"Pullman, Philip",,Random House,1999,M,Caucasian,British,YA,1997
The Tiger In The Well,"Pullman, Philip",,Random House,1999,M,Caucasian,British,LIT,"1997, 1990"
The Tin Princess,"Pullman, Philip",,Random House,1999,M,Caucasian,British,DET,1994
The Runner,"Reich, Christopher",,Random House,1999,M,Caucasian,American,LIT,2000
The Secret Pony,"Reid, Elspeth",,Random House,1999,,,,ROM,1997
The Second Wexford Omnibus,"Rendell, Ruth",,Random House,1999,F,Caucasian,British,DET,1994
The Thanksgiving Treasure,"Rock, Gail",,Random House,1999,female,white,American,YA,1974
The Silent Blade,"Salvatore, R A",,Random House,1999,M,,American,FAN,1998
The Secret Circle,"Schenker, Dona",,Random House,1999,female,white,American,YA,1998
The Selfish And The Strong,"Schuster, Richard",,Random House,1999,,,,HIST,1958
The Silver Sword,"Serraillier, Ian",,Random House,1999,M,Caucasian,British,LIT,1995
The Stone Diaries,"Shields, Carol",,Random House,1999,F,Caucasian,American,ROM,1993
The Thing At The Door,"Slesar, Henry",,Random House,1999,M,Caucasian,American,FAN,1974
The Silver Cart,"Sloane, Irving",,Random House,1999,M,Caucasian,American,YA,1971
The Trespassers,"Snyder, Zilpha Keatley",,Random House,1999,F,,American,YA,1995
The Skirt,"Soto, Gary",,Random House,1999,M,Latino,American,YA,1994
The Three Investigators In The Case Of The Weeping Coffin,"Stine, Megan",,Random House,1999,F,Caucasian?,American,DET,1985
The Thundercats And The Ghost Warrior,"Stine, Megan",,Random House,1999,F,Caucasian?,American,YA,1985
The Thundercats And The Snowmen Of Hook Mountain,"Stine, Megan",,Random House,1999,F,Caucasian?,American,YA,1985
The Roan,"Thomas, Martin",,Random House,1999,,,,YA,1994
The Trumpet Shall Sound,"Tomlinson, H M",,Random House,1999,M,Caucasian,British,LIT,1957
The Small House At Allington,"Trollope, Anthony",,Random House,1999,M,Caucasian,British,LIT,1997
The Spy In The Ointment,"Westlake, Donald E",,Random House,1999,M,Caucasian,American,DET,1966
The Scaredy Cats And The Haunted House,"Wheeler, Cindy",,Random House,1999,F,Caucasian,American,YA,1982
The Shadow Of The Wolf,"Whelan, Gloria",,Random House,1999,F,Caucasian,American,HIST,1997
The Tempter,"Wiener, Norbert",,Random House,1999,M,Caucasian,American,LIT,1959
The Saga Of Silent Sue,"Williams, Leigh",,Random House,1999,,,,YA,1987
The Space Vampires,"Wilson, Colin",,Random House,1999,M,Caucasian,British,SCI,1976
The Undefeated,"Wylie, I A R",,Random House,1999,F,Caucasian,American,LIT,1957
The Robot And Rebecca And The Missing Owser,"Yolen, Jane",,Random House,1999,F,Caucasian,American,YA,1981
The last lovely city : | stories / | $c: by Alice Adams.,"Adams, Alice,",mdp.39015045985507,New York|Alfred A. Knopf|Distributed by Random House|1999.,1999,F,Caucasian,American,ROM,1999
Incubus : | a novel / | $c: by Ann Arensberg.,"Arensberg, Ann,",mdp.39015046006329,New York|Alfred A. Knopf|Distributed by Random House|1999.,1999,female,white,american,FAN,1999
The life I lead : | a novel / | $c: by Keith Banner.,"Banner, Keith.",mdp.39015043793788,New York|Knopf|Distributed by Random House|c1999.,1999,male,white,american,ROM,1999
"England, England / | $c: Julian Barnes.","Barnes, Julian.",mdp.39015043129975,New York|Alfred A. Knopf|Distributed by Random House|1999.,1999,male,white,british,LIT,1999
Until the real thing comes along : | a novel / | $c: Elizabeth Berg.,"Berg, Elizabeth.",mdp.39015047437655,New York|Random House|c1999.,1999,F,Caucasian,American,ROM,1999
Undue influence : | a novel / | $c: Anita Brookner,"Brookner, Anita",uc1.32106015483495,New York|Random House|c1999,1999,female,white,british,LIT,1999
My father dancing : | stories / | $c: by Bliss Broyard.,"Broyard, Bliss.",mdp.39015047442887,New York|A.A. Knopf|Distributed by Random House|1999.,1999,female,afam,american,LIT,1999
Little green men / | $c: Christopher Buckley.,"Buckley, Christopher,",mdp.39015043829160,New York|Random House|c1999.,1999,M,Caucasian,American,SCI,1999
Werewolves in their youth : | stories / | $c: Michael Chabon.,"Chabon, Michael.",mdp.39015046884121,New York|Random House|c1999.,1999,male,white,american,LIT,1999
Elizabeth and after / | $c: Matt Cohen.,"Cohen, Matt,",mdp.39015050288813,Toronto|A.A. Knopf Canada|Distributed by Random House of Canada|c1999.,1999,male,white,canadian,LIT,1999
Timeline / | $c: Michael Crichton.,"Crichton, Michael,",pst.000053470362,"New York|Random House Large Print|Distributed by Random House, Inc.|1999.",1999,M,Caucasian,American,SCI,1999
Hadrian's walls / | $c: Robert Draper.,"Draper, Robert.",mdp.39015046483866,New York|Knopf|Distributed by Random House|1999.,1999,male,white,american,LIT,1999
Glamorama : | a novel / | $c: Bret Easton Ellis.,"Ellis, Bret Easton.",mdp.39015042817083,New York|Knopf|Distributed by Random House|1999.,1999,male,white,american,DET,1999
Juneteenth : | a novel / | $c: Ralph Ellison ; edited by John F. Callahan.,"Ellison, Ralph.",mdp.39015046484153,New York|Random House|c1999.,1999,male,afam,american,LIT,1999
Otherwise engaged / | $c: Suzanne Finnamore.,"Finnamore, Suzanne.",mdp.39015043091134,New York|Knopf|Distributed by Random House|1999.,1999,feamle,white,american,ROM,1999
Life in the air ocean : | stories / | $c: by Sylvia Foley.,"Foley, Sylvia.",mdp.39015042816515,New York|Knopf|Distributed by Random House|1999.,1999,female,white,american,LIT,1999
Red gold : | a novel / | $c: Alan Furst.,"Furst, Alan.",mdp.39015046484716,New York|Random House|c1999.,1999,male,white,american,DET,1999
Somewhere in France / | $c: John Rolfe Gardiner.,"Gardiner, John Rolfe.",mdp.39015048764735,New York|A.A. Knopf|Distributed by Random House|1999.,1999,male,white,american,LIT,1999
Collectors : | a novel / | $c: Paul Griner.,"Griner, Paul.",mdp.39015048773843,New York|Random House|c1999.,1999,male,white,american,LIT,1999
"Nightmare town : | stories / | $c: Dashiell Hammett ; edited by Kirby McCauley, Martin H. Greenberg, and Ed Gorman","Hammett, Dashiell,",mdp.39015047518223,New York|Knopf|Distributed by Random House|1999,1999,M,Caucasian,American,DET,1999
Plainsong / | $c: by Kent Haruf.,"Haruf, Kent.",mdp.39015048774098,New York|Alfred A. Knopf|Distributed by Random House|1999.,1999,male,white,american,LIT,1999
In the family way : | a novel / | $c: Tommy Hays.,"Hays, Tommy.",mdp.39015047478048,New York|Random House|c1999.,1999,male,white,american,LIT,1999
The sun king : a novel / | $c: David Ignatius.,"Ignatius, David,",mdp.39015048766334,New York|Random House|c1999.,1999,male,white,american,LIT,1999
The blue bedspread : | a novel / | $c: Raj Kamal Jha.,"Jha, Raj Kamal,",mdp.39015050544264,New York|Random House|c1999.,1999,male,asian,indian,LIT,1999
Monster : | a novel / | $c: Jonathan Kellerman.,"Kellerman, Jonathan.",mdp.39015047536506,New York|Random House|c1999.,1999,M,Caucasian,American,DET,1999
Bone by bone : | a novel / | $c: Peter Matthiessen.,"Matthiessen, Peter.",mdp.39015046487834,New York|Random House|c1999.,1999,M,Caucasian,American,HIST,1999
While I was gone / | $c: Sue Miller.,"Miller, Sue,",mdp.39015046884196,New York|Knopf|Distributed by Random House|1999.,1999,female,white,american,LIT,1999
The tiny one / | $c: Eliza Minot.,"Minot, Eliza.",mdp.39015048766326,New York|Alfred A. Knopf|Distributed by Random House|1999.,1999,F,Caucasian,American,ROM,1999
"South of the border, west of the sun / | $c: Haruki Murakami ; translated from the Japanese by Philip Gabriel","Murakami, Haruki,",uc1.32106018773801,New York|Knopf|Distributed by Random House|1999,1999,male,asian,japanese,LIT,1999
Simple stories / | $c: Ingo Schulze ; translated from the German by John E. Woods,"Schulze, Ingo,",uc1.32106012467475,"New York|A.A. Knopf|Distributed by Random House|2000, c1999",1999,male,white,german,LIT,1999
The handyman : | a novel / | $c: Carolyn See.,"See, Carolyn.",mdp.39015046487859,New York|Random House|c1999.,1999,female,white,american,LIT,1999
Havana bay : | a novel / | $c: Martin Cruz Smith.,"Smith, Martin Cruz,",mdp.39015042984131,New York|Random House|c1999.,1999,male,latinx,american,DET,1999
The way people run : | stories / | $c: Christopher Tilghman.,"Tilghman, Christopher.",mdp.39015046484302,New York|Random House|c1999.,1999,male,white,american,LIT,1999
From the Black Hills / | $c: Judy Troy.,"Troy, Judy,",mdp.39015043040925,New York|Random House|c1999.,1999,female,white,american,DET,1999
Papa's cord : | a novel / | $c: by Mary Pleshette Willis.,"Willis, Mary Pleshette.",mdp.39015048774064,New York|Knopf|Distributed by Random House|1999.,1999,female,white,american,ROM,1999
Layover : | a novel / | $c: Lisa Zeidner.,"Zeidner, Lisa.",mdp.39015048735271,New York|Random House|c1999.,1999,F,Caucasian,American,LIT,1999
Vanity Fierce,"Aitken, Graeme",,Random House,2000,M,Caucasian,New Zealander,ROM,1998
Thrillers And More Thrillers,"Arthur, Robert",,Random House,2000,M,Caucasian,American,YA,1968
The Valley Of Horses,"Auel, Jean M",,Random House,2000,F,Caucasian,American,HIST,1982
The Wizard Of Oz & The Land Of Oz,"Baum, L Frank",,Random House,2000,M,Caucasian,American,FAN,1960
To The Wedding,"Berger, John",,Random House,2000,M,Caucasian,British,LIT,1995
Three Complete Books,"Binchy, Maeve",,Random House,2000,F,Caucasian,Irish,LIT,1995
The Witches Next Door,"Black, J R",,Random House,2000,,,,YA,1993
Toyland,"Boase, Wendy",,Random House,2000,F,Caucasian,Australian,YA,1984
The Wife Who Died Twice,"Bohle, Edgar",,Random House,2000,,,,DET,1962
The Women In His Life,"Bradford, Barbara Taylor",,Random House,2000,F,Caucasian,American,ROM,1990
Toliver'S Secret,"Brady, Esther Wood",,Random House,2000,F,,,YA,1993
Uneasy Money,"Brancato, Robin F",,Random House,2000,F,white,American,DET,1986
The Way Of All Flesh,"Butler, Samuel",,Random House,2000,M,Caucasian,British,LIT,1950
The Virgin In The Garden,"Byatt, A S",,Random House,2000,F,Caucasian,British,HIST,1979
Through The Looking Glass And What Alice Found There,"Carroll, Lewis",,Random House,2000,M,Caucasian,British,FAN,1986
Three Complete Novels Of Earls And Their Ladies,"Cartland, Barbara",,Random House,2000,F,Caucasian,British,YA,"1996, 1979"
Thunder Falls,"Ciencin, Scott",,Random House,2000,M,Caucasian,American,YA,1996
Three Great Tales,"Conrad, Joseph",,Random House,2000,M,Caucasian,British,LIT,1958
Unnatural Exposure,"Cornwell, Patricia",,Random House,2000,F,Caucasian,American,DET,1997
"The Wonderful Birthday,","Craig, E S E",,Random House,2000,,,,YA,1969
Trouble For Trumpets,"Cross, Peter",,Random House,2000,M,Caucasian,British,YA,1984
The Wrong Case,"Crumley, James",,Random House,2000,M,Caucasian,American,DET,1975
Vendetta,"Dibdin, Michael",,Random House,2000,M,Caucasian,British,DET,1991
Tod And Vixey,"Disney, Walt",,Random House,2000,M,Caucasian,American,YA,1981
Tut'S Mummy #4,"Donnelly, Judy",,Random House,2000,F,,,YA,1988
Three Musketeers,"Dumas, Alexandre",,Random House,2000,M,Black/Caucasian,French,LIT,1999
To Lie With Lions,"Dunnett, Dorothy",,Random House,2000,F,Caucasian,Scottish,HIST,1996
Three Days For Emeralds,"Eberhart, Mignon Good",,Random House,2000,F,white,American,DET,1988
Two Little Rich Girls,"Eberhart, Mignon Good",,Random House,2000,F,white,American,DET,1971
The War Of The Worlds,"Evans, Mary Ann",,Random House,2000,F,Caucasian,British,SCI,1991
The Vampire Barbecue,"Farber, Erica",,Random House,2000,F,white,American,FAN,1997
The Young Black Stallion,"Farley, Walter",,Random House,2000,M,white,American,YA,1989
This Side Of Paradise,"Fitzgerald, F Scott",,Random House,2000,M,Caucasian,American,LIT,1996
"Third Twin, The","Follett, Ken",,Random House,2000,M,Caucasian,British,DET,1996
Then Again,"Friedman, Elyse",,Random House,2000,F,Caucasian,Canadian,LIT,1999
Tower Of Darkness,"Fultz, Regina Oehler",,Random House,2000,F,,,FAN,1985
The Wise Fool,"Galdone, Paul",,Random House,2000,M,Caucasian,American,YA,1968
Three Tales Of My Father'S Dragon,"Gannett, Ruth Stiles",,Random House,2000,F,Caucasian,American,YA,1988
The Yellow Wall-Paper And Other Stories,"Gilman, Charlotte Perkins",,Random House,2000,F,Caucasian,American,LIT,2000
The Wind In The Willows,"Grahame, Kenneth",,Random House,2000,M,Caucasian,British,YA,1993
Them That Glitter And Them That Don'T,"Greene, Bette",,Random House,2000,F,Caucasian,American,LIT,1983
Turn Again Home,"Harker, Herbert",,Random House,2000,M,Caucasian,Canadian,LIT,1977
The Wizard Of Oz,"Hautzig, Deborah",,Random House,2000,F,Caucasian,American,YA,1984
Tom The Tv Cat,"Heilbroner, Joan",,Random House,2000,F,Caucasian,American,YA,1984
Thunderfish,"Higgins, Simon",,Random House,2000,M,Caucasian,Australian,FAN,"2000, 1999"
The Wonder-Worker,"Howatch, Susan",,Random House,2000,F,Caucasian,British,ROM,1997
Ultimate Prizes,"Howatch, Susan",,Random House,2000,F,Caucasian,British,LIT,1989
Toots And The Upside-Down House,"Hughes, Carol",,Random House,2000,F,Caucasian,American,YA,1996
To Kill A Killer,"Hunt, Kyle",,Random House,2000,M,Caucasian,British,DET,1960
Time To Hunt,"Hunter, Stephen",,Random House,2000,M,,American,DET,1998
The Water-Method Man,"Irving, John",,Random House,2000,M,,American,LIT,1972
Three Great Novels Of The Civil War,"Jaffe, Marc",,Random House,2000,M,Caucasian,American,LIT,1994
The White Witch,"James, Emily",,Random House,2000,F,,,DET,1986
Unnatural Causes,"James, P D",,Random House,2000,F,Caucasian,British,DET,1967
The Vikings,"Janeway, Elizabeth",,Random House,2000,F,Caucasian,American,YA,1951
Ulysses,"Joyce, James",,Random House,2000,M,Caucasian,Irish,LIT,1986
Travelling Ladies,"Keefer, Janice Kulyk",,Random House,2000,F,Caucasian,Candian,LIT,1990
To The Dark Tower,"Kelleher, Victor",,Random House,2000,M,Caucasian,Australian,YA,1994
Time Bomb,"Kellerman, Jonathan",,Random House,2000,M,Caucasian,American,DET,1990
Under Dragon'S Wing,"Kendall, John",,Random House,2000,M,Caucasian,American,YA,1984
Touchstone,"King, Laurie R",,Random House,2000,F,Caucasian,American,DET,1984
True Crime,"Klavan, Andrew",,Random House,2000,M,Caucasian,American,LIT,1995
The Year Of Living Dangerously,"Koch, C J",,Random House,2000,M,Caucasian,Australian,ROM,"1998, 1978"
Through A Glass Darkly,"Koen, Karleen",,Random House,2000,F,Caucasian,American,ROM,1986
The Warrior'S Pat,"L'Amour, Louis",,Random House,2000,M,Caucasian,American,HIST,1980
The Warrior'S Path,"L'Amour, Louis",,Random House,2000,M,Caucasian,American,YA,1980
To The Far Blue Mountains,"L'Amour, Louis",,Random House,2000,M,Caucasian,American,WEST,1976
Treasure Mountain,"L'Amour, Louis",,Random House,2000,M,Caucasian,American,DET,1972
Unwilling Pirate,"Lathrop, West",,Random House,2000,M,,,HIST,1951
The Visiting Professor,"Littell, Robert",,Random House,2000,M,Caucasian,American,DET,1994
The Witch Who Was Afraid Of Witches,"Low, Alice",,Random House,2000,F,Caucasian,American,YA,1978
Trouble On Ice,"Lowery, Linda",,Random House,2000,F,Caucasian,American,YA,1999
The World From Rough Stones,"Macdonald, Malcolm",,Random House,2000,M,,British,HIST,1975
True Story,"Maher, Bill",,Random House,2000,M,Caucasian,American,LIT,1994
Tod And Vixey From The Fox And The Hound,"Mannix, Daniel Pratt",,Random House,2000,M,,American,YA,1981
Trek Of Doom,"Martin, Les",,Random House,2000,M,Caucasian,American,YA,1992
The Winter At Valley Forge,"Mason, F Van Wyck",,Random House,2000,M,Caucasian,American,HIST,1953
The Yellow Button,"Mazer, Anne",,Random House,2000,F,Caucasisan,American,YA,1990
"Through A Glass, Darkly","Mccloy, Helen",,Random House,2000,F,Caucasian,American,DET,1950
Two-Thirds Of A Ghost,"Mccloy, Helen",,Random House,2000,F,Caucasian,American,DET,1956
Unfinished Crime,"Mccloy, Helen",,Random House,2000,F,Caucasian,American,WEST,1954
Time Remaining,"Mccourt, James",,Random House,2000,M,,American,LIT,1993
Three Bestselling Novels,"Mcmurtry, Larry",,Random House,2000,M,Caucasian,American,LIT,1994
"Ties That Bind, Ties That Break","Namioka, Lensey",,Random House,2000,F,Asian,American,YA,1999
The Wind Singer,"Nicholson, William",,Random House,2000,M,Caucasian,British,YA,2000
Viperhand,"Niles, Douglas",,Random House,2000,M,Caucasian,American,YA,1990
Those Who Trespass,"O'Reilly, Bill",,Random House,2000,M,Caucasian,American,DET,1998
Tigers At Twilight,"Osborne, Mary Pope",,Random House,2000,F,Caucasian,American,YA,1999
Tigers At Twilight #19,"Osborne, Mary Pope",,Random House,2000,F,Caucasian,American,YA,1999
Tonight On The Titanic,"Osborne, Mary Pope",,Random House,2000,F,Caucasian,American,YA,1999
Vacation Under The Volcano,"Osborne, Mary Pope",,Random House,2000,F,Caucasian,American,YA,1998
Viking Ships At Sunrise,"Osborne, Mary Pope",,Random House,2000,F,Caucasian,American,YA,1998
Three Complete Novels,"Palmer, Michael",,Random House,2000,M,Caucasian,American,LIT,1996
Third Wheel,"Pascal, Francine",,Random House,2000,F,Caucasian,American,YA,2000
Too Popular,"Pascal, Francine",,Random House,2000,F,Caucasian,American,YA,"2000, 1999"
Tucket'S Home,"Paulsen, Gary",,Random House,2000,M,Caucasian,American,WEST,2000
Tubby And The Lantern,"Perkins, Al",,Random House,2000,M,white,american,YA,1971
Traitors Gate,"Perry, Anne",,Random House,2000,F,Caucasian,British,LIT,1995
Vanishing Act,"Perry, Thomas",,Random House,2000,M,white,American,ROM,1995
The Woman Who Rides Like A Man,"Pierce, Tamora",,Random House,2000,F,Caucasian,American,FAN,1986
Undercurrent,"Pronzini, Bill",,Random House,2000,M,Caucasian,American,DET,1973
The White Mercedes,"Pullman, Philip",,Random House,2000,M,Caucasian,British,ROM,1993
The West Point Story,"Reeder, Red",,Random House,2000,M,Caucasian,American,LIT,1956
The Velvet Hand,"Reilly, Helen",,Random House,2000,F,Caucasian,American,DET,1953
Topology Of A Phantom City,"Robbe-Grillet, Alain",,Random House,2000,M,Caucasian,French,LIT,1977
The Villa,"Roberts, Nora",,Random House,2000,F,Caucasian,American,ROM,2000
